,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,module
1783,GO:BP,GO:0042403,thyroid hormone metabolic process,0.009910560525084182,True,"""The chemical reactions and pathways involving any of the compounds secreted by the thyroid gland, largely thyroxine and triiodothyronine."" [GOC:jl, ISBN:0198506732]",36,286,4,26963,0.013986013986013986,0.1111111111111111,query_1,"['GO:0006575', 'GO:0018958', 'GO:0042445']",Glut-M4
1784,GO:BP,GO:0006936,muscle contraction,0.010099407502969468,True,"""A process in which force is generated within muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis."" [GOC:ef, GOC:mtg_muscle, ISBN:0198506732]",314,286,11,26963,0.038461538461538464,0.03503184713375796,query_1,['GO:0003012'],Glut-M4
1785,GO:BP,GO:0030202,heparin metabolic process,0.010495254442422516,True,"""The chemical reactions and pathways involving heparin, any member of a group of glycosaminoglycans found mainly as an intracellular component of mast cells. They are similar to heparan sulfates but are of somewhat higher average Mr (6000-20000) and contain fewer N-acetyl groups and more N-sulfate and O-sulfate groups; they may be attached in the same manner to protein, forming proteoglycans. They consist predominantly of alternating alpha-(1->4)-linked D-galactose and N-acetyl-D-glucosamine-6-sulfate residues."" [GOC:mah, ISBN:0198506732]",16,286,3,26963,0.01048951048951049,0.1875,query_1,"['GO:0006790', 'GO:1903510']",Glut-M4
1786,GO:BP,GO:0051962,positive regulation of nervous system development,0.01069298072484629,True,"""Any process that activates, maintains or increases the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",368,286,12,26963,0.04195804195804196,0.03260869565217391,query_1,"['GO:0007399', 'GO:0051094', 'GO:0051240', 'GO:0051960']",Glut-M4
1787,GO:BP,GO:0022037,metencephalon development,0.01069298072484629,True,"""The process whose specific outcome is the progression of the metencephalon over time, from its formation to the mature structure."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",135,286,7,26963,0.024475524475524476,0.05185185185185185,query_1,"['GO:0030902', 'GO:0048856']",Glut-M4
1788,GO:BP,GO:0034698,response to gonadotropin,0.01069298072484629,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gonadotropin stimulus."" [GOC:BHF, GOC:vk]",37,286,4,26963,0.013986013986013986,0.10810810810810811,query_1,['GO:0009725'],Glut-M4
1789,GO:BP,GO:0072359,circulatory system development,0.01069298072484629,True,"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]",1220,286,26,26963,0.09090909090909091,0.021311475409836064,query_1,['GO:0048731'],Glut-M4
1790,GO:BP,GO:0098698,postsynaptic specialization assembly,0.01069298072484629,True,"""The aggregation, arrangement and bonding together of a set of components to form a postsynaptic specialization, a region that lies adjacent to the cytoplasmic face of the postsynaptic membrane."" [GOC:dos]",37,286,4,26963,0.013986013986013986,0.10810810810810811,query_1,"['GO:0070925', 'GO:0099068', 'GO:0099084']",Glut-M4
1791,GO:BP,GO:0010811,positive regulation of cell-substrate adhesion,0.010960128613563552,True,"""Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]",136,286,7,26963,0.024475524475524476,0.051470588235294115,query_1,"['GO:0010810', 'GO:0031589', 'GO:0045785']",Glut-M4
1792,GO:BP,GO:0021730,trigeminal sensory nucleus development,0.011181624092627605,True,"""The process whose specific outcome is the progression of the trigeminal sensory nucleus over time, from its formation to the mature structure."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",4,286,2,26963,0.006993006993006993,0.5,query_1,"['GO:0007420', 'GO:0048857']",Glut-M4
1793,GO:BP,GO:0048852,diencephalon morphogenesis,0.011181624092627605,True,"""The process in which the anatomical structures of the diencephalon are generated and organized. The diencephalon is the paired caudal parts of the prosencephalon from which the thalamus, hypothalamus, epithalamus and subthalamus are derived; these regions regulate autonomic, visceral and endocrine function, and process information directed to the cerebral cortex."" [GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]",4,286,2,26963,0.006993006993006993,0.5,query_1,"['GO:0009653', 'GO:0021536', 'GO:0048853']",Glut-M4
1794,GO:BP,GO:0021954,central nervous system neuron development,0.011181624092627605,True,"""The process whose specific outcome is the progression of a neuron whose cell body is located in the central nervous system, from initial commitment of the cell to a neuronal fate, to the fully functional differentiated neuron."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",99,286,6,26963,0.02097902097902098,0.06060606060606061,query_1,"['GO:0021953', 'GO:0048666']",Glut-M4
1795,GO:BP,GO:0021740,principal sensory nucleus of trigeminal nerve development,0.011181624092627605,True,"""The process whose specific outcome is the progression of the pontine nucleus over time, from its formation to the mature structure."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",4,286,2,26963,0.006993006993006993,0.5,query_1,['GO:0021730'],Glut-M4
1796,GO:BP,GO:0022029,telencephalon cell migration,0.011464529606460582,True,"""The orderly movement of a cell from one site to another at least one of which is located in the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",66,286,5,26963,0.017482517482517484,0.07575757575757576,query_1,"['GO:0021537', 'GO:0021885']",Glut-M4
1797,GO:BP,GO:0098771,inorganic ion homeostasis,0.011508506665514498,True,"""Any process involved in the maintenance of an internal steady state of inorganic ions within an organism or cell."" [GOC:dos]",538,286,15,26963,0.05244755244755245,0.027881040892193308,query_1,['GO:0048878'],Glut-M4
1798,GO:BP,GO:0019233,sensory perception of pain,0.01155146967651504,True,"""The series of events required for an organism to receive a painful stimulus, convert it to a molecular signal, and recognize and characterize the signal. Pain is medically defined as the physical sensation of discomfort or distress caused by injury or illness, so can hence be described as a harmful stimulus which signals current (or impending) tissue damage. Pain may come from extremes of temperature, mechanical damage, electricity or from noxious chemical substances. This is a neurological process."" [GOC:curators]",100,286,6,26963,0.02097902097902098,0.06,query_1,['GO:0007600'],Glut-M4
1799,GO:BP,GO:0019226,transmission of nerve impulse,0.01155146967651504,True,"""The neurological system process in which a signal is transmitted through the nervous system by a combination of action potential propagation and synaptic transmission."" [GOC:curators, ISBN:0815316194]",100,286,6,26963,0.02097902097902098,0.06,query_1,"['GO:0007154', 'GO:0050877']",Glut-M4
1800,GO:BP,GO:0050773,regulation of dendrite development,0.01155146967651504,True,"""Any process that modulates the frequency, rate or extent of dendrite development."" [GOC:ai]",138,286,7,26963,0.024475524475524476,0.050724637681159424,query_1,"['GO:0010975', 'GO:0016358', 'GO:0050793']",Glut-M4
1801,GO:BP,GO:0007160,cell-matrix adhesion,0.011649020478417042,True,"""The binding of a cell to the extracellular matrix via adhesion molecules."" [GOC:hb]",225,286,9,26963,0.03146853146853147,0.04,query_1,['GO:0031589'],Glut-M4
1802,GO:BP,GO:0048514,blood vessel morphogenesis,0.012061105161046283,True,"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]",659,286,17,26963,0.05944055944055944,0.025796661608497723,query_1,"['GO:0001568', 'GO:0035239']",Glut-M4
1803,GO:BP,GO:0022414,reproductive process,0.012101431182885179,True,"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]",1864,286,35,26963,0.12237762237762238,0.018776824034334765,query_1,['GO:0008150'],Glut-M4
1804,GO:BP,GO:0060429,epithelium development,0.012319555314993208,True,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",1305,286,27,26963,0.0944055944055944,0.020689655172413793,query_1,['GO:0009888'],Glut-M4
1805,GO:BP,GO:0050771,negative regulation of axonogenesis,0.012673040853644799,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of axonogenesis."" [GOC:ai]",68,286,5,26963,0.017482517482517484,0.07352941176470588,query_1,"['GO:0007409', 'GO:0010977', 'GO:0050768', 'GO:0050770']",Glut-M4
1806,GO:BP,GO:0048589,developmental growth,0.0132113369511093,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]",788,286,19,26963,0.06643356643356643,0.024111675126903553,query_1,"['GO:0032502', 'GO:0040007']",Glut-M4
1807,GO:BP,GO:0021885,forebrain cell migration,0.013439103942709836,True,"""The orderly movement of a cell from one site to another at least one of which is located in the forebrain."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",69,286,5,26963,0.017482517482517484,0.07246376811594203,query_1,"['GO:0016477', 'GO:0030900']",Glut-M4
1808,GO:BP,GO:0033002,muscle cell proliferation,0.013564102966053608,True,"""The expansion of a muscle cell population by cell division."" [CL:0000187, GOC:mah]",279,286,10,26963,0.03496503496503497,0.035842293906810034,query_1,['GO:0008283'],Glut-M4
1809,GO:BP,GO:0032230,"positive regulation of synaptic transmission, GABAergic",0.013584664232051033,True,"""Any process that activates, maintains or increases the frequency, rate or extent of GABAergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter gamma-aminobutyric acid (GABA)."" [GOC:mah]",18,286,3,26963,0.01048951048951049,0.16666666666666666,query_1,"['GO:0032228', 'GO:0050806', 'GO:0051932']",Glut-M4
1810,GO:BP,GO:0033631,cell-cell adhesion mediated by integrin,0.013584664232051033,True,"""The attachment of one cell to another cell via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits."" [GOC:add, PMID:12213832, PMID:14754902]",18,286,3,26963,0.01048951048951049,0.16666666666666666,query_1,"['GO:0033627', 'GO:0098609']",Glut-M4
1811,GO:BP,GO:0044344,cellular response to fibroblast growth factor stimulus,0.013588113615348578,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an fibroblast growth factor stimulus."" [GOC:jl, GOC:yaf]",104,286,6,26963,0.02097902097902098,0.057692307692307696,query_1,"['GO:0071363', 'GO:0071774']",Glut-M4
1812,GO:BP,GO:2000145,regulation of cell motility,0.014047909595046818,True,"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]",1051,286,23,26963,0.08041958041958042,0.021883920076117985,query_1,"['GO:0040012', 'GO:0048870', 'GO:0050794']",Glut-M4
1813,GO:BP,GO:0098900,regulation of action potential,0.014047909595046818,True,"""Any process that modulates the frequency, rate or extent of action potential creation, propagation or termination. This typically occurs via modulation of the activity or expression of voltage-gated ion channels."" [GOC:dos, GOC:dph, GOC:go_curators, GOC:tb, ISBN:978-0-07-139011-8]",70,286,5,26963,0.017482517482517484,0.07142857142857142,query_1,"['GO:0001508', 'GO:0042391', 'GO:0050789']",Glut-M4
1814,GO:BP,GO:2000147,positive regulation of cell motility,0.01424191352748769,True,"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]",612,286,16,26963,0.055944055944055944,0.026143790849673203,query_1,"['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']",Glut-M4
1815,GO:BP,GO:0051049,regulation of transport,0.014323106118000011,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1743,286,33,26963,0.11538461538461539,0.0189328743545611,query_1,"['GO:0006810', 'GO:0032879']",Glut-M4
